"";"caudal";"caudalparcial";"hydrodatetime"
"2669";0,837;0,419;2024-08-18 22:40:00
"2670";0,838;0,419;2024-08-18 22:50:00
"2671";0,838;0,419;2024-08-18 23:00:00
"2672";0,839;0,419;2024-08-18 23:10:00
"2673";0,839;0,419;2024-08-18 23:20:00
"2674";0,838;0,419;2024-08-18 23:30:00
"2675";0,838;0,419;2024-08-18 23:40:00
"2676";0,836;0,419;2024-08-18 23:50:00
"2677";0,833;0,419;2024-08-19
"2678";0,829;0,419;2024-08-19 00:10:00
"2679";0,825;0,419;2024-08-19 00:20:00
"2680";0,819;0,416;2024-08-19 00:30:00
"2681";0,817;0,416;2024-08-19 00:40:00
"2682";0,815;0,416;2024-08-19 00:50:00
"2683";0,814;0,416;2024-08-19 01:00:00
"2684";0,812;0,416;2024-08-19 01:10:00
"2685";0,811;0,416;2024-08-19 01:20:00
"2686";0,787;0,413;2024-08-19 01:30:00
"2687";0,763;0,409;2024-08-19 01:40:00
"2688";0,756;0,409;2024-08-19 01:50:00
"2689";0,753;0,409;2024-08-19 02:00:00
"2690";0,762;0,413;2024-08-19 02:10:00
"2691";0,779;0,413;2024-08-19 02:20:00
"2692";0,789;0,416;2024-08-19 02:30:00
"2693";0,79;0,413;2024-08-19 02:40:00
"2694";0,791;0,413;2024-08-19 02:50:00
"2695";0,795;0,416;2024-08-19 03:00:00
"2696";0,794;0,413;2024-08-19 03:10:00
"2697";0,794;0,413;2024-08-19 03:20:00
"2698";0,794;0,413;2024-08-19 03:30:00
"2699";0,797;0,416;2024-08-19 03:40:00
"2700";0,798;0,416;2024-08-19 03:50:00
"2701";0,795;0,413;2024-08-19 04:00:00
"2702";0,795;0,413;2024-08-19 04:10:00
"2703";0,795;0,413;2024-08-19 04:20:00
"2704";0,795;0,413;2024-08-19 04:30:00
"2705";0,794;0,413;2024-08-19 04:40:00
"2706";0,794;0,413;2024-08-19 04:50:00
"2707";0,792;0,413;2024-08-19 05:00:00
"2708";0,791;0,413;2024-08-19 05:10:00
"2709";0,79;0,413;2024-08-19 05:20:00
"2710";0,787;0,413;2024-08-19 05:30:00
"2711";0,785;0,413;2024-08-19 05:40:00
"2712";0,778;0,409;2024-08-19 05:50:00
"2713";0,776;0,409;2024-08-19 06:00:00
"2714";0,773;0,409;2024-08-19 06:10:00
"2715";0,771;0,409;2024-08-19 06:20:00
"2716";0,77;0,409;2024-08-19 06:30:00
"2717";0,768;0,409;2024-08-19 06:40:00
"2718";0,766;0,409;2024-08-19 06:50:00
"2719";0,765;0,409;2024-08-19 07:00:00
"2720";0,765;0,409;2024-08-19 07:10:00
"2721";0,766;0,409;2024-08-19 07:20:00
"2722";0,765;0,409;2024-08-19 07:30:00
"2723";0,766;0,409;2024-08-19 07:40:00
"2724";0,766;0,409;2024-08-19 07:50:00
"2725";0,768;0,409;2024-08-19 08:00:00
"2726";0,769;0,409;2024-08-19 08:10:00
"2727";0,771;0,409;2024-08-19 08:20:00
"2728";0,771;0,409;2024-08-19 08:30:00
"2729";0,772;0,409;2024-08-19 08:40:00
"2730";0,773;0,409;2024-08-19 08:50:00
"2731";0,774;0,409;2024-08-19 09:00:00
"2732";0,776;0,409;2024-08-19 09:10:00
"2733";0,777;0,409;2024-08-19 09:20:00
"2734";0,777;0,409;2024-08-19 09:30:00
"2735";0,777;0,409;2024-08-19 09:40:00
"2736";0,779;0,409;2024-08-19 09:50:00
"2737";0,779;0,409;2024-08-19 10:00:00
"2738";0,779;0,409;2024-08-19 10:10:00
"2739";0,779;0,409;2024-08-19 10:20:00
"2740";0,779;0,409;2024-08-19 10:30:00
"2741";0,778;0,409;2024-08-19 10:40:00
"2742";0,778;0,409;2024-08-19 10:50:00
"2743";0,778;0,409;2024-08-19 11:00:00
"2744";0,777;0,409;2024-08-19 11:10:00
"2745";0,775;0,409;2024-08-19 11:20:00
"2746";0,774;0,409;2024-08-19 11:30:00
"2747";0,772;0,409;2024-08-19 11:40:00
"2748";0,77;0,409;2024-08-19 11:50:00
"2749";0,76;0,409;2024-08-19 12:00:00
"2750";0,73;0,403;2024-08-19 12:10:00
"2751";0,717;0,403;2024-08-19 12:20:00
"2752";0,711;0,403;2024-08-19 12:30:00
"2753";0,709;0,403;2024-08-19 12:40:00
"2754";0,707;0,403;2024-08-19 12:50:00
"2755";0,706;0,403;2024-08-19 13:00:00
"2756";0,73;0,406;2024-08-19 13:10:00
"2757";0,756;0,406;2024-08-19 13:20:00
"2758";0,768;0,409;2024-08-19 13:30:00
"2759";0,772;0,409;2024-08-19 13:40:00
"2760";0,774;0,409;2024-08-19 13:50:00
"2761";0,773;0,409;2024-08-19 14:00:00
"2762";0,753;0,406;2024-08-19 14:10:00
"2763";0,742;0,406;2024-08-19 14:20:00
"2764";0,739;0,406;2024-08-19 14:30:00
"2765";0,739;0,406;2024-08-19 14:40:00
"2766";0,74;0,406;2024-08-19 14:50:00
"2767";0,742;0,406;2024-08-19 15:00:00
"2768";0,742;0,406;2024-08-19 15:10:00
"2769";0,741;0,406;2024-08-19 15:20:00
"2770";0,741;0,406;2024-08-19 15:30:00
"2771";0,741;0,406;2024-08-19 15:40:00
"2772";0,741;0,406;2024-08-19 15:50:00
"2773";0,741;0,406;2024-08-19 16:00:00
"2774";0,74;0,406;2024-08-19 16:10:00
"2775";0,739;0,406;2024-08-19 16:20:00
"2776";0,737;0,406;2024-08-19 16:30:00
"2777";0,735;0,406;2024-08-19 16:40:00
"2778";0,731;0,403;2024-08-19 16:50:00
"2779";0,732;0,406;2024-08-19 17:00:00
"2780";0,727;0,403;2024-08-19 17:10:00
"2781";0,725;0,403;2024-08-19 17:20:00
"2782";0,724;0,403;2024-08-19 17:30:00
"2783";0,724;0,403;2024-08-19 17:40:00
"2784";0,704;0,4;2024-08-19 17:50:00
"2785";0,681;0,4;2024-08-19 18:00:00
"2786";0,669;0,397;2024-08-19 18:10:00
"2787";0,666;0,397;2024-08-19 18:20:00
"2788";0,668;0,4;2024-08-19 18:30:00
"2789";0,668;0,4;2024-08-19 18:40:00
"2790";0,668;0,4;2024-08-19 18:50:00
"2791";0,679;0,4;2024-08-19 19:00:00
"2792";0,698;0,403;2024-08-19 19:10:00
"2793";0,704;0,403;2024-08-19 19:20:00
"2794";0,706;0,403;2024-08-19 19:30:00
"2795";0,707;0,403;2024-08-19 19:40:00
"2796";0,707;0,403;2024-08-19 19:50:00
"2797";0,707;0,403;2024-08-19 20:00:00
"2798";0,707;0,403;2024-08-19 20:10:00
"2799";0,708;0,403;2024-08-19 20:20:00
"2800";0,708;0,403;2024-08-19 20:30:00
"2801";0,707;0,403;2024-08-19 20:40:00
"2802";0,707;0,403;2024-08-19 20:50:00
"2803";0,707;0,403;2024-08-19 21:00:00
"2804";0,706;0,403;2024-08-19 21:10:00
"2805";0,704;0,403;2024-08-19 21:20:00
"2806";0,704;0,403;2024-08-19 21:30:00
"2807";0,703;0,403;2024-08-19 21:40:00
"2808";0,703;0,403;2024-08-19 21:50:00
"2809";0,705;0,403;2024-08-19 22:00:00
"2810";0,705;0,403;2024-08-19 22:10:00
"2811";0,706;0,403;2024-08-19 22:20:00
"2812";0,706;0,403;2024-08-19 22:30:00
"2813";0,708;0,403;2024-08-19 22:40:00
"2814";0,709;0,403;2024-08-19 22:50:00
"2815";0,71;0,403;2024-08-19 23:00:00
"2816";0,711;0,403;2024-08-19 23:10:00
"2817";0,711;0,403;2024-08-19 23:20:00
"2818";0,711;0,403;2024-08-19 23:30:00
"2819";0,711;0,403;2024-08-19 23:40:00
"2820";0,712;0,403;2024-08-19 23:50:00
"2821";0,712;0,403;2024-08-20
"2822";0,712;0,403;2024-08-20 00:10:00
"2823";0,712;0,403;2024-08-20 00:20:00
"2824";0,713;0,403;2024-08-20 00:30:00
"2825";0,714;0,403;2024-08-20 00:40:00
"2826";0,714;0,403;2024-08-20 00:50:00
"2827";0,714;0,403;2024-08-20 01:00:00
"2828";0,715;0,403;2024-08-20 01:10:00
"2829";0,714;0,403;2024-08-20 01:20:00
"2830";0,714;0,403;2024-08-20 01:30:00
"2831";0,715;0,403;2024-08-20 01:40:00
"2832";0,715;0,403;2024-08-20 01:50:00
"2833";0,715;0,403;2024-08-20 02:00:00
"2834";0,715;0,403;2024-08-20 02:10:00
"2835";0,715;0,403;2024-08-20 02:20:00
"2836";0,715;0,403;2024-08-20 02:30:00
"2837";0,715;0,403;2024-08-20 02:40:00
"2838";0,716;0,403;2024-08-20 02:50:00
"2839";0,717;0,403;2024-08-20 03:00:00
"2840";0,717;0,403;2024-08-20 03:10:00
"2841";0,717;0,403;2024-08-20 03:20:00
"2842";0,717;0,403;2024-08-20 03:30:00
"2843";0,717;0,403;2024-08-20 03:40:00
"2844";0,715;0,403;2024-08-20 03:50:00
"2845";0,713;0,403;2024-08-20 04:00:00
"2846";0,712;0,403;2024-08-20 04:10:00
"2847";0,711;0,403;2024-08-20 04:20:00
"2848";0,711;0,403;2024-08-20 04:30:00
"2849";0,71;0,403;2024-08-20 04:40:00
"2850";0,706;0,4;2024-08-20 04:50:00
"2851";0,705;0,4;2024-08-20 05:00:00
"2852";0,704;0,4;2024-08-20 05:10:00
"2853";0,703;0,4;2024-08-20 05:20:00
"2854";0,702;0,4;2024-08-20 05:30:00
"2855";0,702;0,4;2024-08-20 05:40:00
"2856";0,702;0,4;2024-08-20 05:50:00
"2857";0,702;0,4;2024-08-20 06:00:00
"2858";0,702;0,4;2024-08-20 06:10:00
"2859";0,702;0,4;2024-08-20 06:20:00
"2860";0,701;0,4;2024-08-20 06:30:00
"2861";0,703;0,4;2024-08-20 06:40:00
"2862";0,702;0,4;2024-08-20 06:50:00
"2863";0,702;0,4;2024-08-20 07:00:00
"2864";0,702;0,4;2024-08-20 07:10:00
"2865";0,702;0,4;2024-08-20 07:20:00
"2866";0,702;0,4;2024-08-20 07:30:00
"2867";0,703;0,4;2024-08-20 07:40:00
"2868";0,703;0,4;2024-08-20 07:50:00
"2869";0,703;0,4;2024-08-20 08:00:00
"2870";0,706;0,4;2024-08-20 08:10:00
"2871";0,708;0,4;2024-08-20 08:20:00
"2872";0,709;0,4;2024-08-20 08:30:00
"2873";0,712;0,4;2024-08-20 08:40:00
"2874";0,726;0,403;2024-08-20 08:50:00
"2875";0,743;0,403;2024-08-20 09:00:00
"2876";0,749;0,403;2024-08-20 09:10:00
"2877";0,755;0,406;2024-08-20 09:20:00
"2878";0,757;0,406;2024-08-20 09:30:00
"2879";0,756;0,406;2024-08-20 09:40:00
"2880";0,756;0,406;2024-08-20 09:50:00
"2881";0,756;0,406;2024-08-20 10:00:00
"2882";0,755;0,406;2024-08-20 10:10:00
"2883";0,744;0,403;2024-08-20 10:20:00
"2884";0,731;0,403;2024-08-20 10:30:00
"2885";0,724;0,403;2024-08-20 10:40:00
"2886";0,722;0,403;2024-08-20 10:50:00
"2887";0,72;0,403;2024-08-20 11:00:00
"2888";0,718;0,403;2024-08-20 11:10:00
"2889";0,716;0,403;2024-08-20 11:20:00
"2890";0,714;0,403;2024-08-20 11:30:00
"2891";0,712;0,403;2024-08-20 11:40:00
"2892";0,71;0,403;2024-08-20 11:50:00
"2893";0,709;0,403;2024-08-20 12:00:00
"2894";0,707;0,403;2024-08-20 12:10:00
"2895";0,703;0,4;2024-08-20 12:20:00
"2896";0,706;0,403;2024-08-20 12:30:00
"2897";0,704;0,403;2024-08-20 12:40:00
"2898";0,701;0,4;2024-08-20 12:50:00
"2899";0,701;0,4;2024-08-20 13:00:00
"2900";0,7;0,4;2024-08-20 13:10:00
"2901";0,7;0,4;2024-08-20 13:20:00
"2902";0,701;0,4;2024-08-20 13:30:00
"2903";0,7;0,4;2024-08-20 13:40:00
"2904";0,702;0,403;2024-08-20 13:50:00
"2905";0,702;0,403;2024-08-20 14:00:00
"2906";0,699;0,4;2024-08-20 14:10:00
"2907";0,698;0,4;2024-08-20 14:20:00
"2908";0,698;0,4;2024-08-20 14:30:00
"2909";0,697;0,4;2024-08-20 14:40:00
"2910";0,698;0,4;2024-08-20 14:50:00
"2911";0,697;0,4;2024-08-20 15:00:00
"2912";0,695;0,4;2024-08-20 15:10:00
"2913";0,695;0,4;2024-08-20 15:20:00
"2914";0,695;0,4;2024-08-20 15:30:00
"2915";0,695;0,4;2024-08-20 15:40:00
"2916";0,698;0,403;2024-08-20 15:50:00
"2917";0,694;0,4;2024-08-20 16:00:00
"2918";0,695;0,4;2024-08-20 16:10:00
"2919";0,695;0,4;2024-08-20 16:20:00
"2920";0,694;0,4;2024-08-20 16:30:00
"2921";0,695;0,4;2024-08-20 16:40:00
"2922";0,695;0,4;2024-08-20 16:50:00
"2923";0,695;0,4;2024-08-20 17:00:00
"2924";0,696;0,4;2024-08-20 17:10:00
"2925";0,696;0,4;2024-08-20 17:20:00
"2926";0,696;0,4;2024-08-20 17:30:00
"2927";0,695;0,4;2024-08-20 17:40:00
"2928";0,696;0,4;2024-08-20 17:50:00
"2929";0,695;0,4;2024-08-20 18:00:00
"2930";0,695;0,4;2024-08-20 18:10:00
"2931";0,695;0,4;2024-08-20 18:20:00
"2932";0,695;0,4;2024-08-20 18:30:00
"2933";0,694;0,4;2024-08-20 18:40:00
"2934";0,693;0,4;2024-08-20 18:50:00
"2935";0,691;0,4;2024-08-20 19:00:00
"2936";0,687;0,4;2024-08-20 19:10:00
"2937";0,683;0,4;2024-08-20 19:20:00
"2938";0,678;0,4;2024-08-20 19:30:00
"2939";0,666;0,397;2024-08-20 19:40:00
"2940";0,656;0,397;2024-08-20 19:50:00
"2941";0,644;0,394;2024-08-20 20:00:00
"2942";0,635;0,394;2024-08-20 20:10:00
"2943";0,628;0,394;2024-08-20 20:20:00
"2944";0,62;0,391;2024-08-20 20:30:00
"2945";0,616;0,391;2024-08-20 20:40:00
"2946";0,613;0,391;2024-08-20 20:50:00
"2947";0,611;0,391;2024-08-20 21:00:00
"2948";0,611;0,391;2024-08-20 21:10:00
"2949";0,613;0,391;2024-08-20 21:20:00
"2950";0,616;0,391;2024-08-20 21:30:00
"2951";0,625;0,394;2024-08-20 21:40:00
"2952";0,638;0,394;2024-08-20 21:50:00
"2953";0,657;0,397;2024-08-20 22:00:00
"2954";0,679;0,4;2024-08-20 22:10:00
"2955";0,696;0,4;2024-08-20 22:20:00
"2956";0,709;0,4;2024-08-20 22:30:00
"2957";0,716;0,4;2024-08-20 22:40:00
"2958";0,719;0,4;2024-08-20 22:50:00
"2959";0,723;0,403;2024-08-20 23:00:00
"2960";0,719;0,4;2024-08-20 23:10:00
"2961";0,716;0,4;2024-08-20 23:20:00
"2962";0,712;0,4;2024-08-20 23:30:00
"2963";0,709;0,4;2024-08-20 23:40:00
"2964";0,708;0,4;2024-08-20 23:50:00
"2965";0,708;0,4;2024-08-21
"2966";0,708;0,4;2024-08-21 00:10:00
"2967";0,706;0,4;2024-08-21 00:20:00
"2968";0,706;0,4;2024-08-21 00:30:00
"2969";0,706;0,4;2024-08-21 00:40:00
"2970";0,702;0,397;2024-08-21 00:50:00
"2971";0,707;0,4;2024-08-21 01:00:00
"2972";0,709;0,4;2024-08-21 01:10:00
"2973";0,711;0,4;2024-08-21 01:20:00
"2974";0,714;0,4;2024-08-21 01:30:00
"2975";0,719;0,4;2024-08-21 01:40:00
"2976";0,743;0,403;2024-08-21 01:50:00
"2977";0,763;0,406;2024-08-21 02:00:00
"2978";0,772;0,406;2024-08-21 02:10:00
"2979";0,778;0,406;2024-08-21 02:20:00
"2980";0,782;0,406;2024-08-21 02:30:00
"2981";0,787;0,406;2024-08-21 02:40:00
"2982";0,791;0,406;2024-08-21 02:50:00
"2983";0,798;0,416;2024-08-21 03:00:00
"2984";0,797;0,416;2024-08-21 03:10:00
"2985";0,797;0,416;2024-08-21 03:20:00
"2986";0,798;0,416;2024-08-21 03:30:00
"2987";0,801;0,419;2024-08-21 03:40:00
"2988";0,801;0,419;2024-08-21 03:50:00
"2989";0,801;0,419;2024-08-21 04:00:00
"2990";0,798;0,416;2024-08-21 04:10:00
"2991";0,801;0,419;2024-08-21 04:20:00
"2992";0,797;0,416;2024-08-21 04:30:00
"2993";0,796;0,416;2024-08-21 04:40:00
"2994";0,795;0,416;2024-08-21 04:50:00
"2995";0,804;0,419;2024-08-21 05:00:00
"2996";0,823;0,422;2024-08-21 05:10:00
"2997";0,832;0,422;2024-08-21 05:20:00
"2998";0,84;0,422;2024-08-21 05:30:00
"2999";0,848;0,422;2024-08-21 05:40:00
"3000";0,856;0,422;2024-08-21 05:50:00
"3001";0,867;0,426;2024-08-21 06:00:00
"3002";0,87;0,426;2024-08-21 06:10:00
"3003";0,873;0,426;2024-08-21 06:20:00
"3004";0,874;0,426;2024-08-21 06:30:00
"3005";0,876;0,426;2024-08-21 06:40:00
"3006";0,873;0,426;2024-08-21 06:50:00
"3007";0,873;0,426;2024-08-21 07:00:00
"3008";0,872;0,426;2024-08-21 07:10:00
"3009";0,87;0,426;2024-08-21 07:20:00
"3010";0,87;0,426;2024-08-21 07:30:00
"3011";0,87;0,426;2024-08-21 07:40:00
"3012";0,869;0,426;2024-08-21 07:50:00
"3013";0,87;0,426;2024-08-21 08:00:00
"3014";0,87;0,426;2024-08-21 08:10:00
"3015";0,87;0,426;2024-08-21 08:20:00
"3016";0,87;0,426;2024-08-21 08:30:00
"3017";0,87;0,426;2024-08-21 08:40:00
"3018";0,87;0,426;2024-08-21 08:50:00
"3019";0,87;0,426;2024-08-21 09:00:00
"3020";0,869;0,426;2024-08-21 09:10:00
"3021";0,87;0,426;2024-08-21 09:20:00
"3022";0,87;0,426;2024-08-21 09:30:00
"3023";0,869;0,426;2024-08-21 09:40:00
"3024";0,869;0,426;2024-08-21 09:50:00
"3025";0,869;0,426;2024-08-21 10:00:00
"3026";0,869;0,426;2024-08-21 10:10:00
"3027";0,87;0,426;2024-08-21 10:20:00
"3028";0,87;0,426;2024-08-21 10:30:00
"3029";0,869;0,426;2024-08-21 10:40:00
"3030";0,869;0,426;2024-08-21 10:50:00
"3031";0,868;0,426;2024-08-21 11:00:00
"3032";0,868;0,426;2024-08-21 11:10:00
"3033";0,868;0,426;2024-08-21 11:20:00
"3034";0,868;0,426;2024-08-21 11:30:00
"3035";0,868;0,426;2024-08-21 11:40:00
"3036";0,868;0,426;2024-08-21 11:50:00
"3037";0,867;0,426;2024-08-21 12:00:00
"3038";0,866;0,426;2024-08-21 12:10:00
"3039";0,863;0,426;2024-08-21 12:20:00
"3040";0,852;0,422;2024-08-21 12:30:00
"3041";0,845;0,422;2024-08-21 12:40:00
"3042";0,82;0,419;2024-08-21 12:50:00
"3043";0,793;0,416;2024-08-21 13:00:00
"3044";0,777;0,413;2024-08-21 13:10:00
"3045";0,77;0,413;2024-08-21 13:20:00
"3046";0,767;0,413;2024-08-21 13:30:00
"3047";0,768;0,416;2024-08-21 13:40:00
"3048";0,782;0,416;2024-08-21 13:50:00
"3049";0,797;0,419;2024-08-21 14:00:00
"3050";0,802;0,419;2024-08-21 14:10:00
"3051";0,803;0,419;2024-08-21 14:20:00
"3052";0,803;0,419;2024-08-21 14:30:00
"3053";0,799;0,416;2024-08-21 14:40:00
"3054";0,798;0,416;2024-08-21 14:50:00
"3055";0,788;0,416;2024-08-21 15:00:00
"3056";0,768;0,413;2024-08-21 15:10:00
"3057";0,76;0,413;2024-08-21 15:20:00
"3058";0,757;0,413;2024-08-21 15:30:00
"3059";0,754;0,413;2024-08-21 15:40:00
"3060";0,75;0,413;2024-08-21 15:50:00
"3061";0,743;0,409;2024-08-21 16:00:00
"3062";0,737;0,409;2024-08-21 16:10:00
"3063";0,731;0,409;2024-08-21 16:20:00
"3064";0,726;0,409;2024-08-21 16:30:00
"3065";0,723;0,409;2024-08-21 16:40:00
"3066";0,721;0,409;2024-08-21 16:50:00
"3067";0,72;0,409;2024-08-21 17:00:00
"3068";0,72;0,409;2024-08-21 17:10:00
"3069";0,72;0,409;2024-08-21 17:20:00
"3070";0,72;0,409;2024-08-21 17:30:00
"3071";0,719;0,409;2024-08-21 17:40:00
"3072";0,718;0,409;2024-08-21 17:50:00
"3073";0,718;0,409;2024-08-21 18:00:00
"3074";0,718;0,409;2024-08-21 18:10:00
"3075";0,718;0,409;2024-08-21 18:20:00
"3076";0,718;0,409;2024-08-21 18:30:00
"3077";0,718;0,409;2024-08-21 18:40:00
"3078";0,718;0,409;2024-08-21 18:50:00
"3079";0,718;0,409;2024-08-21 19:00:00
"3080";0,719;0,409;2024-08-21 19:10:00
"3081";0,718;0,409;2024-08-21 19:20:00
"3082";0,719;0,409;2024-08-21 19:30:00
"3083";0,719;0,409;2024-08-21 19:40:00
"3084";0,72;0,409;2024-08-21 19:50:00
"3085";0,72;0,409;2024-08-21 20:00:00
"3086";0,72;0,409;2024-08-21 20:10:00
"3087";0,719;0,409;2024-08-21 20:20:00
"3088";0,72;0,409;2024-08-21 20:30:00
"3089";0,72;0,409;2024-08-21 20:40:00
"3090";0,719;0,409;2024-08-21 20:50:00
"3091";0,72;0,409;2024-08-21 21:00:00
"3092";0,719;0,409;2024-08-21 21:10:00
"3093";0,719;0,409;2024-08-21 21:20:00
"3094";0,72;0,413;2024-08-21 21:30:00
"3095";0,716;0,409;2024-08-21 21:40:00
"3096";0,716;0,409;2024-08-21 21:50:00
"3097";0,711;0,406;2024-08-21 22:00:00
"3098";0,708;0,406;2024-08-21 22:10:00
"3099";0,706;0,406;2024-08-21 22:20:00
"3100";0,703;0,406;2024-08-21 22:30:00
"3101";0,699;0,406;2024-08-21 22:40:00
"3102";0,697;0,406;2024-08-21 22:50:00
"3103";0,696;0,406;2024-08-21 23:00:00
"3104";0,695;0,406;2024-08-21 23:10:00
"3105";0,694;0,406;2024-08-21 23:20:00
"3106";0,693;0,406;2024-08-21 23:30:00
"3107";0,694;0,406;2024-08-21 23:40:00
"3108";0,696;0,406;2024-08-21 23:50:00
"3109";0,695;0,406;2024-08-22
"3110";0,696;0,409;2024-08-22 00:10:00
"3111";0,7;0,413;2024-08-22 00:20:00
"3112";0,697;0,409;2024-08-22 00:30:00
"3113";0,697;0,409;2024-08-22 00:40:00
"3114";0,698;0,409;2024-08-22 00:50:00
"3115";0,698;0,409;2024-08-22 01:00:00
"3116";0,698;0,409;2024-08-22 01:10:00
"3117";0,698;0,409;2024-08-22 01:20:00
"3118";0,698;0,409;2024-08-22 01:30:00
"3119";0,697;0,409;2024-08-22 01:40:00
"3120";0,698;0,409;2024-08-22 01:50:00
"3121";0,698;0,409;2024-08-22 02:00:00
"3122";0,699;0,409;2024-08-22 02:10:00
"3123";0,699;0,409;2024-08-22 02:20:00
"3124";0,699;0,409;2024-08-22 02:30:00
"3125";0,7;0,409;2024-08-22 02:40:00
"3126";0,699;0,409;2024-08-22 02:50:00
"3127";0,699;0,409;2024-08-22 03:00:00
"3128";0,699;0,409;2024-08-22 03:10:00
"3129";0,7;0,409;2024-08-22 03:20:00
"3130";0,7;0,406;2024-08-22 03:30:00
"3131";0,703;0,409;2024-08-22 03:40:00
"3132";0,698;0,406;2024-08-22 03:50:00
"3133";0,701;0,406;2024-08-22 04:00:00
"3134";0,701;0,406;2024-08-22 04:10:00
"3135";0,701;0,406;2024-08-22 04:20:00
"3136";0,701;0,406;2024-08-22 04:30:00
"3137";0,702;0,406;2024-08-22 04:40:00
"3138";0,702;0,406;2024-08-22 04:50:00
"3139";0,701;0,406;2024-08-22 05:00:00
"3140";0,702;0,406;2024-08-22 05:10:00
"3141";0,702;0,406;2024-08-22 05:20:00
"3142";0,702;0,406;2024-08-22 05:30:00
"3143";0,703;0,409;2024-08-22 05:40:00
"3144";0,699;0,409;2024-08-22 05:50:00
"3145";0,698;0,406;2024-08-22 06:00:00
"3146";0,701;0,406;2024-08-22 06:10:00
"3147";0,702;0,406;2024-08-22 06:20:00
"3148";0,702;0,406;2024-08-22 06:30:00
"3149";0,702;0,406;2024-08-22 06:40:00
"3150";0,702;0,406;2024-08-22 06:50:00
"3151";0,702;0,406;2024-08-22 07:00:00
"3152";0,699;0,403;2024-08-22 07:10:00
"3153";0,703;0,406;2024-08-22 07:20:00
"3154";0,699;0,403;2024-08-22 07:30:00
"3155";0,702;0,406;2024-08-22 07:40:00
"3156";0,7;0,403;2024-08-22 07:50:00
"3157";0,702;0,406;2024-08-22 08:00:00
"3158";0,703;0,406;2024-08-22 08:10:00
"3159";0,7;0,403;2024-08-22 08:20:00
"3160";0,7;0,403;2024-08-22 08:30:00
"3161";0,7;0,403;2024-08-22 08:40:00
"3162";0,701;0,403;2024-08-22 08:50:00
"3163";0,701;0,403;2024-08-22 09:00:00
"3164";0,701;0,403;2024-08-22 09:10:00
"3165";0,701;0,403;2024-08-22 09:20:00
"3166";0,701;0,403;2024-08-22 09:30:00
"3167";0,7;0,403;2024-08-22 09:40:00
"3168";0,7;0,403;2024-08-22 09:50:00
"3169";0,7;0,403;2024-08-22 10:00:00
"3170";0,7;0,403;2024-08-22 10:10:00
"3171";0,7;0,403;2024-08-22 10:20:00
"3172";0,699;0,403;2024-08-22 10:30:00
"3173";0,698;0,403;2024-08-22 10:40:00
"3174";0,699;0,403;2024-08-22 10:50:00
"3175";0,699;0,403;2024-08-22 11:00:00
"3176";0,701;0,406;2024-08-22 11:10:00
"3177";0,699;0,406;2024-08-22 11:20:00
"3178";0,699;0,406;2024-08-22 11:30:00
"3179";0,699;0,406;2024-08-22 11:40:00
"3180";0,7;0,406;2024-08-22 11:50:00
"3181";0,699;0,406;2024-08-22 12:00:00
"3182";0,698;0,406;2024-08-22 12:10:00
"3183";0,698;0,406;2024-08-22 12:20:00
"3184";0,698;0,406;2024-08-22 12:30:00
"3185";0,697;0,406;2024-08-22 12:40:00
"3186";0,697;0,406;2024-08-22 12:50:00
"3187";0,697;0,409;2024-08-22 13:00:00
"3188";0,694;0,409;2024-08-22 13:10:00
"3189";0,695;0,409;2024-08-22 13:20:00
"3190";0,692;0,406;2024-08-22 13:30:00
"3191";0,694;0,406;2024-08-22 13:40:00
"3192";0,695;0,406;2024-08-22 13:50:00
"3193";0,692;0,403;2024-08-22 14:00:00
"3194";0,691;0,403;2024-08-22 14:10:00
"3195";0,691;0,406;2024-08-22 14:20:00
"3196";0,689;0,406;2024-08-22 14:30:00
"3197";0,686;0,403;2024-08-22 14:40:00
"3198";0,685;0,403;2024-08-22 14:50:00
"3199";0,682;0,403;2024-08-22 15:00:00
"3200";0,679;0,403;2024-08-22 15:10:00
"3201";0,677;0,403;2024-08-22 15:20:00
"3202";0,675;0,403;2024-08-22 15:30:00
"3203";0,673;0,406;2024-08-22 15:40:00
"3204";0,667;0,403;2024-08-22 15:50:00
"3205";0,666;0,403;2024-08-22 16:00:00
"3206";0,668;0,406;2024-08-22 16:10:00
"3207";0,668;0,406;2024-08-22 16:20:00
"3208";0,668;0,403;2024-08-22 16:30:00
"3209";0,673;0,406;2024-08-22 16:40:00
"3210";0,673;0,406;2024-08-22 16:50:00
"3211";0,67;0,403;2024-08-22 17:00:00
"3212";0,674;0,406;2024-08-22 17:10:00
"3213";0,675;0,406;2024-08-22 17:20:00
"3214";0,676;0,406;2024-08-22 17:30:00
"3215";0,676;0,406;2024-08-22 17:40:00
"3216";0,676;0,406;2024-08-22 17:50:00
"3217";0,677;0,406;2024-08-22 18:00:00
"3218";0,677;0,406;2024-08-22 18:10:00
"3219";0,677;0,406;2024-08-22 18:20:00
"3220";0,673;0,403;2024-08-22 18:30:00
"3221";0,674;0,403;2024-08-22 18:40:00
"3222";0,672;0,4;2024-08-22 18:50:00
"3223";0,671;0,4;2024-08-22 19:00:00
"3224";0,67;0,4;2024-08-22 19:10:00
"3225";0,667;0,4;2024-08-22 19:20:00
"3226";0,665;0,4;2024-08-22 19:30:00
"3227";0,664;0,4;2024-08-22 19:40:00
