"";"caudal";"caudalparcial";"hydrodatetime"
"1551";0,714;0,439;2024-08-11 04:20:00
"1552";0,715;0,439;2024-08-11 04:30:00
"1553";0,717;0,439;2024-08-11 04:40:00
"1554";0,718;0,439;2024-08-11 04:50:00
"1555";0,715;0,436;2024-08-11 05:00:00
"1556";0,716;0,436;2024-08-11 05:10:00
"1557";0,72;0,439;2024-08-11 05:20:00
"1558";0,72;0,439;2024-08-11 05:30:00
"1559";0,72;0,439;2024-08-11 05:40:00
"1560";0,72;0,439;2024-08-11 05:50:00
"1561";0,72;0,439;2024-08-11 06:00:00
"1562";0,72;0,439;2024-08-11 06:10:00
"1563";0,717;0,436;2024-08-11 06:20:00
"1564";0,715;0,436;2024-08-11 06:30:00
"1565";0,714;0,436;2024-08-11 06:40:00
"1566";0,712;0,436;2024-08-11 06:50:00
"1567";0,709;0,436;2024-08-11 07:00:00
"1568";0,707;0,436;2024-08-11 07:10:00
"1569";0,705;0,436;2024-08-11 07:20:00
"1570";0,703;0,436;2024-08-11 07:30:00
"1571";0,701;0,436;2024-08-11 07:40:00
"1572";0,7;0,436;2024-08-11 07:50:00
"1573";0,7;0,436;2024-08-11 08:00:00
"1574";0,7;0,436;2024-08-11 08:10:00
"1575";0,7;0,436;2024-08-11 08:20:00
"1576";0,701;0,436;2024-08-11 08:30:00
"1577";0,701;0,436;2024-08-11 08:40:00
"1578";0,702;0,436;2024-08-11 08:50:00
"1579";0,703;0,436;2024-08-11 09:00:00
"1580";0,704;0,436;2024-08-11 09:10:00
"1581";0,704;0,436;2024-08-11 09:20:00
"1582";0,705;0,436;2024-08-11 09:30:00
"1583";0,705;0,436;2024-08-11 09:40:00
"1584";0,705;0,436;2024-08-11 09:50:00
"1585";0,704;0,436;2024-08-11 10:00:00
"1586";0,704;0,436;2024-08-11 10:10:00
"1587";0,704;0,436;2024-08-11 10:20:00
"1588";0,704;0,436;2024-08-11 10:30:00
"1589";0,704;0,436;2024-08-11 10:40:00
"1590";0,705;0,436;2024-08-11 10:50:00
"1591";0,705;0,436;2024-08-11 11:00:00
"1592";0,704;0,436;2024-08-11 11:10:00
"1593";0,704;0,436;2024-08-11 11:20:00
"1594";0,703;0,436;2024-08-11 11:30:00
"1595";0,703;0,436;2024-08-11 11:40:00
"1596";0,705;0,439;2024-08-11 11:50:00
"1597";0,704;0,439;2024-08-11 12:00:00
"1598";0,704;0,439;2024-08-11 12:10:00
"1599";0,704;0,439;2024-08-11 12:20:00
"1600";0,703;0,439;2024-08-11 12:30:00
"1601";0,703;0,439;2024-08-11 12:40:00
"1602";0,702;0,439;2024-08-11 12:50:00
"1603";0,702;0,439;2024-08-11 13:00:00
"1604";0,701;0,439;2024-08-11 13:10:00
"1605";0,7;0,439;2024-08-11 13:20:00
"1606";0,699;0,439;2024-08-11 13:30:00
"1607";0,697;0,439;2024-08-11 13:40:00
"1608";0,696;0,439;2024-08-11 13:50:00
"1609";0,693;0,439;2024-08-11 14:00:00
"1610";0,689;0,439;2024-08-11 14:10:00
"1611";0,683;0,436;2024-08-11 14:20:00
"1612";0,679;0,436;2024-08-11 14:30:00
"1613";0,676;0,436;2024-08-11 14:40:00
"1614";0,672;0,436;2024-08-11 14:50:00
"1615";0,67;0,436;2024-08-11 15:00:00
"1616";0,668;0,436;2024-08-11 15:10:00
"1617";0,667;0,436;2024-08-11 15:20:00
"1618";0,666;0,436;2024-08-11 15:30:00
"1619";0,665;0,436;2024-08-11 15:40:00
"1620";0,665;0,436;2024-08-11 15:50:00
"1621";0,665;0,436;2024-08-11 16:00:00
"1622";0,665;0,436;2024-08-11 16:10:00
"1623";0,665;0,436;2024-08-11 16:20:00
"1624";0,666;0,436;2024-08-11 16:30:00
"1625";0,666;0,436;2024-08-11 16:40:00
"1626";0,667;0,436;2024-08-11 16:50:00
"1627";0,667;0,436;2024-08-11 17:00:00
"1628";0,667;0,436;2024-08-11 17:10:00
"1629";0,666;0,436;2024-08-11 17:20:00
"1630";0,666;0,436;2024-08-11 17:30:00
"1631";0,666;0,436;2024-08-11 17:40:00
"1632";0,665;0,436;2024-08-11 17:50:00
"1633";0,664;0,436;2024-08-11 18:00:00
"1634";0,663;0,436;2024-08-11 18:10:00
"1635";0,663;0,436;2024-08-11 18:20:00
"1636";0,661;0,436;2024-08-11 18:30:00
"1637";0,66;0,436;2024-08-11 18:40:00
"1638";0,655;0,432;2024-08-11 18:50:00
"1639";0,654;0,432;2024-08-11 19:00:00
"1640";0,657;0,436;2024-08-11 19:10:00
"1641";0,652;0,432;2024-08-11 19:20:00
"1642";0,651;0,432;2024-08-11 19:30:00
"1643";0,654;0,436;2024-08-11 19:40:00
"1644";0,65;0,432;2024-08-11 19:50:00
"1645";0,653;0,436;2024-08-11 20:00:00
"1646";0,654;0,436;2024-08-11 20:10:00
"1647";0,65;0,432;2024-08-11 20:20:00
"1648";0,65;0,432;2024-08-11 20:30:00
"1649";0,649;0,432;2024-08-11 20:40:00
"1650";0,653;0,436;2024-08-11 20:50:00
"1651";0,649;0,432;2024-08-11 21:00:00
"1652";0,653;0,436;2024-08-11 21:10:00
"1653";0,649;0,432;2024-08-11 21:20:00
"1654";0,653;0,436;2024-08-11 21:30:00
"1655";0,649;0,432;2024-08-11 21:40:00
"1656";0,649;0,432;2024-08-11 21:50:00
"1657";0,649;0,432;2024-08-11 22:00:00
"1658";0,649;0,432;2024-08-11 22:10:00
"1659";0,649;0,432;2024-08-11 22:20:00
"1660";0,649;0,432;2024-08-11 22:30:00
"1661";0,649;0,432;2024-08-11 22:40:00
"1662";0,654;0,436;2024-08-11 22:50:00
"1663";0,65;0,432;2024-08-11 23:00:00
"1664";0,65;0,432;2024-08-11 23:10:00
"1665";0,655;0,436;2024-08-11 23:20:00
"1666";0,656;0,436;2024-08-11 23:30:00
"1667";0,657;0,436;2024-08-11 23:40:00
"1668";0,658;0,436;2024-08-11 23:50:00
"1669";0,661;0,436;2024-08-12
"1670";0,664;0,436;2024-08-12 00:10:00
"1671";0,665;0,436;2024-08-12 00:20:00
"1672";0,667;0,436;2024-08-12 00:30:00
"1673";0,668;0,436;2024-08-12 00:40:00
"1674";0,669;0,436;2024-08-12 00:50:00
"1675";0,671;0,436;2024-08-12 01:00:00
"1676";0,675;0,439;2024-08-12 01:10:00
"1677";0,673;0,436;2024-08-12 01:20:00
"1678";0,676;0,439;2024-08-12 01:30:00
"1679";0,673;0,436;2024-08-12 01:40:00
"1680";0,673;0,436;2024-08-12 01:50:00
"1681";0,673;0,436;2024-08-12 02:00:00
"1682";0,673;0,436;2024-08-12 02:10:00
"1683";0,672;0,436;2024-08-12 02:20:00
"1684";0,671;0,436;2024-08-12 02:30:00
"1685";0,669;0,436;2024-08-12 02:40:00
"1686";0,667;0,436;2024-08-12 02:50:00
"1687";0,665;0,436;2024-08-12 03:00:00
"1688";0,663;0,436;2024-08-12 03:10:00
"1689";0,661;0,436;2024-08-12 03:20:00
"1690";0,66;0,436;2024-08-12 03:30:00
"1691";0,659;0,436;2024-08-12 03:40:00
"1692";0,654;0,432;2024-08-12 03:50:00
"1693";0,654;0,432;2024-08-12 04:00:00
"1694";0,654;0,432;2024-08-12 04:10:00
"1695";0,654;0,432;2024-08-12 04:20:00
"1696";0,656;0,432;2024-08-12 04:30:00
"1697";0,657;0,432;2024-08-12 04:40:00
"1698";0,658;0,432;2024-08-12 04:50:00
"1699";0,66;0,432;2024-08-12 05:00:00
"1700";0,666;0,436;2024-08-12 05:10:00
"1701";0,668;0,436;2024-08-12 05:20:00
"1702";0,671;0,436;2024-08-12 05:30:00
"1703";0,673;0,436;2024-08-12 05:40:00
"1704";0,674;0,436;2024-08-12 05:50:00
"1705";0,676;0,436;2024-08-12 06:00:00
"1706";0,677;0,436;2024-08-12 06:10:00
"1707";0,679;0,436;2024-08-12 06:20:00
"1708";0,681;0,436;2024-08-12 06:30:00
"1709";0,683;0,436;2024-08-12 06:40:00
"1710";0,684;0,436;2024-08-12 06:50:00
"1711";0,688;0,439;2024-08-12 07:00:00
"1712";0,688;0,439;2024-08-12 07:10:00
"1713";0,689;0,439;2024-08-12 07:20:00
"1714";0,687;0,436;2024-08-12 07:30:00
"1715";0,691;0,439;2024-08-12 07:40:00
"1716";0,691;0,439;2024-08-12 07:50:00
"1717";0,692;0,439;2024-08-12 08:00:00
"1718";0,692;0,439;2024-08-12 08:10:00
"1719";0,69;0,436;2024-08-12 08:20:00
"1720";0,693;0,439;2024-08-12 08:30:00
"1721";0,693;0,439;2024-08-12 08:40:00
"1722";0,694;0,439;2024-08-12 08:50:00
"1723";0,695;0,439;2024-08-12 09:00:00
"1724";0,696;0,439;2024-08-12 09:10:00
"1725";0,695;0,439;2024-08-12 09:20:00
"1726";0,695;0,439;2024-08-12 09:30:00
"1727";0,695;0,439;2024-08-12 09:40:00
"1728";0,695;0,439;2024-08-12 09:50:00
"1729";0,695;0,439;2024-08-12 10:00:00
"1730";0,695;0,439;2024-08-12 10:10:00
"1731";0,695;0,439;2024-08-12 10:20:00
"1732";0,691;0,436;2024-08-12 10:30:00
"1733";0,691;0,436;2024-08-12 10:40:00
"1734";0,694;0,439;2024-08-12 10:50:00
"1735";0,691;0,436;2024-08-12 11:00:00
"1736";0,693;0,439;2024-08-12 11:10:00
"1737";0,693;0,439;2024-08-12 11:20:00
"1738";0,693;0,439;2024-08-12 11:30:00
"1739";0,693;0,439;2024-08-12 11:40:00
"1740";0,693;0,439;2024-08-12 11:50:00
"1741";0,69;0,436;2024-08-12 12:00:00
"1742";0,69;0,436;2024-08-12 12:10:00
"1743";0,689;0,436;2024-08-12 12:20:00
"1744";0,69;0,436;2024-08-12 12:30:00
"1745";0,689;0,436;2024-08-12 12:40:00
"1746";0,69;0,436;2024-08-12 12:50:00
"1747";0,69;0,436;2024-08-12 13:00:00
"1748";0,69;0,436;2024-08-12 13:10:00
"1749";0,689;0,436;2024-08-12 13:20:00
"1750";0,689;0,436;2024-08-12 13:30:00
"1751";0,689;0,436;2024-08-12 13:40:00
"1752";0,688;0,436;2024-08-12 13:50:00
"1753";0,688;0,436;2024-08-12 14:00:00
"1754";0,688;0,436;2024-08-12 14:10:00
"1755";0,688;0,436;2024-08-12 14:20:00
"1756";0,689;0,436;2024-08-12 14:30:00
"1757";0,688;0,436;2024-08-12 14:40:00
"1758";0,688;0,436;2024-08-12 14:50:00
"1759";0,688;0,436;2024-08-12 15:00:00
"1760";0,688;0,436;2024-08-12 15:10:00
"1761";0,688;0,436;2024-08-12 15:20:00
"1762";0,688;0,436;2024-08-12 15:30:00
"1763";0,689;0,436;2024-08-12 15:40:00
"1764";0,689;0,436;2024-08-12 15:50:00
"1765";0,689;0,436;2024-08-12 16:00:00
"1766";0,689;0,436;2024-08-12 16:10:00
"1767";0,69;0,436;2024-08-12 16:20:00
"1768";0,69;0,436;2024-08-12 16:30:00
"1769";0,69;0,436;2024-08-12 16:40:00
"1770";0,691;0,436;2024-08-12 16:50:00
"1771";0,691;0,436;2024-08-12 17:00:00
"1772";0,69;0,436;2024-08-12 17:10:00
"1773";0,69;0,436;2024-08-12 17:20:00
"1774";0,69;0,436;2024-08-12 17:30:00
"1775";0,689;0,436;2024-08-12 17:40:00
"1776";0,688;0,436;2024-08-12 17:50:00
"1777";0,688;0,436;2024-08-12 18:00:00
"1778";0,687;0,436;2024-08-12 18:10:00
"1779";0,681;0,432;2024-08-12 18:20:00
"1780";0,679;0,432;2024-08-12 18:30:00
"1781";0,676;0,432;2024-08-12 18:40:00
"1782";0,675;0,432;2024-08-12 18:50:00
"1783";0,673;0,432;2024-08-12 19:00:00
"1784";0,672;0,432;2024-08-12 19:10:00
"1785";0,672;0,432;2024-08-12 19:20:00
"1786";0,672;0,432;2024-08-12 19:30:00
"1787";0,672;0,432;2024-08-12 19:40:00
"1788";0,675;0,432;2024-08-12 19:50:00
"1789";0,677;0,432;2024-08-12 20:00:00
"1790";0,684;0,436;2024-08-12 20:10:00
"1791";0,686;0,436;2024-08-12 20:20:00
"1792";0,688;0,436;2024-08-12 20:30:00
"1793";0,689;0,436;2024-08-12 20:40:00
"1794";0,691;0,436;2024-08-12 20:50:00
"1795";0,693;0,436;2024-08-12 21:00:00
"1796";0,695;0,436;2024-08-12 21:10:00
"1797";0,695;0,436;2024-08-12 21:20:00
"1798";0,697;0,436;2024-08-12 21:30:00
"1799";0,698;0,436;2024-08-12 21:40:00
"1800";0,694;0,432;2024-08-12 21:50:00
"1801";0,698;0,436;2024-08-12 22:00:00
"1802";0,699;0,436;2024-08-12 22:10:00
"1803";0,699;0,436;2024-08-12 22:20:00
"1804";0,7;0,436;2024-08-12 22:30:00
"1805";0,701;0,436;2024-08-12 22:40:00
"1806";0,701;0,436;2024-08-12 22:50:00
"1807";0,697;0,432;2024-08-12 23:00:00
"1808";0,696;0,432;2024-08-12 23:10:00
"1809";0,7;0,436;2024-08-12 23:20:00
"1810";0,7;0,436;2024-08-12 23:30:00
"1811";0,699;0,436;2024-08-12 23:40:00
"1812";0,693;0,432;2024-08-12 23:50:00
"1813";0,692;0,432;2024-08-13
"1814";0,69;0,432;2024-08-13 00:10:00
"1815";0,688;0,432;2024-08-13 00:20:00
"1816";0,686;0,432;2024-08-13 00:30:00
"1817";0,686;0,432;2024-08-13 00:40:00
"1818";0,687;0,432;2024-08-13 00:50:00
"1819";0,689;0,432;2024-08-13 01:00:00
"1820";0,691;0,432;2024-08-13 01:10:00
"1821";0,697;0,436;2024-08-13 01:20:00
"1822";0,7;0,436;2024-08-13 01:30:00
"1823";0,701;0,436;2024-08-13 01:40:00
"1824";0,704;0,436;2024-08-13 01:50:00
"1825";0,705;0,436;2024-08-13 02:00:00
"1826";0,706;0,436;2024-08-13 02:10:00
"1827";0,708;0,436;2024-08-13 02:20:00
"1828";0,708;0,436;2024-08-13 02:30:00
"1829";0,71;0,436;2024-08-13 02:40:00
"1830";0,711;0,436;2024-08-13 02:50:00
"1831";0,712;0,436;2024-08-13 03:00:00
"1832";0,712;0,436;2024-08-13 03:10:00
"1833";0,714;0,436;2024-08-13 03:20:00
"1834";0,714;0,436;2024-08-13 03:30:00
"1835";0,714;0,436;2024-08-13 03:40:00
"1836";0,714;0,436;2024-08-13 03:50:00
"1837";0,714;0,436;2024-08-13 04:00:00
"1838";0,715;0,436;2024-08-13 04:10:00
"1839";0,715;0,436;2024-08-13 04:20:00
"1840";0,715;0,436;2024-08-13 04:30:00
"1841";0,716;0,436;2024-08-13 04:40:00
"1842";0,716;0,436;2024-08-13 04:50:00
"1843";0,715;0,436;2024-08-13 05:00:00
"1844";0,716;0,436;2024-08-13 05:10:00
"1845";0,716;0,436;2024-08-13 05:20:00
"1846";0,716;0,436;2024-08-13 05:30:00
"1847";0,716;0,436;2024-08-13 05:40:00
"1848";0,716;0,436;2024-08-13 05:50:00
"1849";0,716;0,436;2024-08-13 06:00:00
"1850";0,716;0,436;2024-08-13 06:10:00
"1851";0,717;0,436;2024-08-13 06:20:00
"1852";0,717;0,436;2024-08-13 06:30:00
"1853";0,717;0,436;2024-08-13 06:40:00
"1854";0,717;0,436;2024-08-13 06:50:00
"1855";0,717;0,436;2024-08-13 07:00:00
"1856";0,717;0,436;2024-08-13 07:10:00
"1857";0,718;0,436;2024-08-13 07:20:00
"1858";0,719;0,436;2024-08-13 07:30:00
"1859";0,718;0,436;2024-08-13 07:40:00
"1860";0,718;0,436;2024-08-13 07:50:00
"1861";0,717;0,436;2024-08-13 08:00:00
"1862";0,717;0,436;2024-08-13 08:10:00
"1863";0,716;0,436;2024-08-13 08:20:00
"1864";0,716;0,436;2024-08-13 08:30:00
"1865";0,717;0,436;2024-08-13 08:40:00
"1866";0,716;0,436;2024-08-13 08:50:00
"1867";0,716;0,436;2024-08-13 09:00:00
"1868";0,716;0,436;2024-08-13 09:10:00
"1869";0,716;0,436;2024-08-13 09:20:00
"1870";0,716;0,436;2024-08-13 09:30:00
"1871";0,716;0,436;2024-08-13 09:40:00
"1872";0,716;0,436;2024-08-13 09:50:00
"1873";0,715;0,436;2024-08-13 10:00:00
"1874";0,714;0,436;2024-08-13 10:10:00
"1875";0,714;0,436;2024-08-13 10:20:00
"1876";0,713;0,436;2024-08-13 10:30:00
"1877";0,712;0,436;2024-08-13 10:40:00
"1878";0,712;0,436;2024-08-13 10:50:00
"1879";0,709;0,436;2024-08-13 11:00:00
"1880";0,703;0,432;2024-08-13 11:10:00
"1881";0,7;0,432;2024-08-13 11:20:00
"1882";0,697;0,432;2024-08-13 11:30:00
"1883";0,695;0,432;2024-08-13 11:40:00
"1884";0,692;0,432;2024-08-13 11:50:00
"1885";0,691;0,432;2024-08-13 12:00:00
"1886";0,69;0,432;2024-08-13 12:10:00
"1887";0,688;0,432;2024-08-13 12:20:00
"1888";0,689;0,432;2024-08-13 12:30:00
"1889";0,689;0,432;2024-08-13 12:40:00
"1890";0,691;0,432;2024-08-13 12:50:00
"1891";0,691;0,432;2024-08-13 13:00:00
"1892";0,691;0,432;2024-08-13 13:10:00
"1893";0,693;0,432;2024-08-13 13:20:00
"1894";0,693;0,432;2024-08-13 13:30:00
"1895";0,693;0,432;2024-08-13 13:40:00
"1896";0,694;0,432;2024-08-13 13:50:00
"1897";0,694;0,432;2024-08-13 14:00:00
"1898";0,694;0,432;2024-08-13 14:10:00
"1899";0,695;0,432;2024-08-13 14:20:00
"1900";0,694;0,432;2024-08-13 14:30:00
"1901";0,695;0,432;2024-08-13 14:40:00
"1902";0,695;0,432;2024-08-13 14:50:00
"1903";0,695;0,432;2024-08-13 15:00:00
"1904";0,695;0,432;2024-08-13 15:10:00
"1905";0,695;0,432;2024-08-13 15:20:00
"1906";0,696;0,432;2024-08-13 15:30:00
"1907";0,695;0,432;2024-08-13 15:40:00
"1908";0,696;0,432;2024-08-13 15:50:00
"1909";0,696;0,432;2024-08-13 16:00:00
"1910";0,696;0,432;2024-08-13 16:10:00
"1911";0,697;0,432;2024-08-13 16:20:00
"1912";0,697;0,432;2024-08-13 16:30:00
"1913";0,697;0,432;2024-08-13 16:40:00
"1914";0,697;0,432;2024-08-13 16:50:00
"1915";0,696;0,432;2024-08-13 17:00:00
"1916";0,695;0,432;2024-08-13 17:10:00
"1917";0,695;0,432;2024-08-13 17:20:00
"1918";0,694;0,432;2024-08-13 17:30:00
"1919";0,693;0,432;2024-08-13 17:40:00
"1920";0,692;0,432;2024-08-13 17:50:00
"1921";0,691;0,432;2024-08-13 18:00:00
"1922";0,687;0,432;2024-08-13 18:10:00
"1923";0,685;0,432;2024-08-13 18:20:00
"1924";0,679;0,429;2024-08-13 18:30:00
"1925";0,677;0,429;2024-08-13 18:40:00
"1926";0,674;0,429;2024-08-13 18:50:00
"1927";0,672;0,429;2024-08-13 19:00:00
"1928";0,671;0,429;2024-08-13 19:10:00
"1929";0,67;0,429;2024-08-13 19:20:00
"1930";0,67;0,429;2024-08-13 19:30:00
"1931";0,67;0,429;2024-08-13 19:40:00
"1932";0,672;0,429;2024-08-13 19:50:00
"1933";0,677;0,432;2024-08-13 20:00:00
"1934";0,679;0,432;2024-08-13 20:10:00
"1935";0,683;0,432;2024-08-13 20:20:00
"1936";0,688;0,432;2024-08-13 20:30:00
"1937";0,693;0,432;2024-08-13 20:40:00
"1938";0,696;0,432;2024-08-13 20:50:00
"1939";0,697;0,432;2024-08-13 21:00:00
"1940";0,698;0,432;2024-08-13 21:10:00
"1941";0,697;0,432;2024-08-13 21:20:00
"1942";0,696;0,432;2024-08-13 21:30:00
"1943";0,694;0,432;2024-08-13 21:40:00
"1944";0,692;0,432;2024-08-13 21:50:00
"1945";0,692;0,432;2024-08-13 22:00:00
"1946";0,701;0,439;2024-08-13 22:10:00
"1947";0,729;0,453;2024-08-13 22:20:00
"1948";0,774;0,461;2024-08-13 22:30:00
"1949";0,814;0,457;2024-08-13 22:40:00
"1950";0,87;0,464;2024-08-13 22:50:00
"1951";0,458;0,479;2024-08-13 23:00:00
"1952";1,081;0,495;2024-08-13 23:10:00
"1953";1,13;0,499;2024-08-13 23:20:00
"1954";1,152;0,499;2024-08-13 23:30:00
"1955";1,178;0,503;2024-08-13 23:40:00
"1956";1,203;0,507;2024-08-13 23:50:00
"1957";1,312;0,532;2024-08-14
"1958";1,446;0,572;2024-08-14 00:10:00
"1959";1,48;0,577;2024-08-14 00:20:00
"1960";1,46;0,563;2024-08-14 00:30:00
"1961";1,465;0,563;2024-08-14 00:40:00
"1962";1,489;0,572;2024-08-14 00:50:00
"1963";1,511;0,577;2024-08-14 01:00:00
"1964";1,55;0,591;2024-08-14 01:10:00
"1965";1,607;0,606;2024-08-14 01:20:00
"1966";1,681;0,632;2024-08-14 01:30:00
"1967";1,752;0,658;2024-08-14 01:40:00
"1968";1,788;0,669;2024-08-14 01:50:00
"1969";1,783;0,664;2024-08-14 02:00:00
"1970";1,761;0,653;2024-08-14 02:10:00
"1971";1,738;0,642;2024-08-14 02:20:00
"1972";1,717;0,632;2024-08-14 02:30:00
"1973";1,701;0,626;2024-08-14 02:40:00
"1974";1,684;0,621;2024-08-14 02:50:00
"1975";1,66;0,611;2024-08-14 03:00:00
"1976";1,646;0,606;2024-08-14 03:10:00
"1977";1,654;0,611;2024-08-14 03:20:00
"1978";1,675;0,621;2024-08-14 03:30:00
"1979";1,688;0,626;2024-08-14 03:40:00
"1980";1,696;0,626;2024-08-14 03:50:00
"1981";1,707;0,632;2024-08-14 04:00:00
"1982";1,711;0,632;2024-08-14 04:10:00
"1983";1,7;0,626;2024-08-14 04:20:00
"1984";1,679;0,616;2024-08-14 04:30:00
"1985";1,652;0,606;2024-08-14 04:40:00
"1986";1,624;0,596;2024-08-14 04:50:00
"1987";1,597;0,591;2024-08-14 05:00:00
"1988";1,569;0,582;2024-08-14 05:10:00
"1989";1,544;0,572;2024-08-14 05:20:00
"1990";1,523;0,568;2024-08-14 05:30:00
"1991";1,502;0,563;2024-08-14 05:40:00
"1992";1,483;0,558;2024-08-14 05:50:00
"1993";1,46;0,549;2024-08-14 06:00:00
"1994";1,44;0,545;2024-08-14 06:10:00
"1995";1,415;0,536;2024-08-14 06:20:00
"1996";1,403;0,536;2024-08-14 06:30:00
"1997";1,391;0,532;2024-08-14 06:40:00
"1998";1,388;0,532;2024-08-14 06:50:00
"1999";1,393;0,536;2024-08-14 07:00:00
"2000";1,393;0,536;2024-08-14 07:10:00
"2001";1,396;0,536;2024-08-14 07:20:00
"2002";1,405;0,54;2024-08-14 07:30:00
"2003";1,419;0,545;2024-08-14 07:40:00
"2004";1,436;0,549;2024-08-14 07:50:00
"2005";1,46;0,554;2024-08-14 08:00:00
"2006";1,486;0,563;2024-08-14 08:10:00
"2007";1,524;0,572;2024-08-14 08:20:00
"2008";1,585;0,591;2024-08-14 08:30:00
"2009";1,637;0,606;2024-08-14 08:40:00
"2010";1,693;0,626;2024-08-14 08:50:00
"2011";1,762;0,653;2024-08-14 09:00:00
"2012";1,838;0,686;2024-08-14 09:10:00
"2013";1,899;0,716;2024-08-14 09:20:00
"2014";1,931;0,728;2024-08-14 09:30:00
"2015";1,963;0,746;2024-08-14 09:40:00
"2016";1,986;0,759;2024-08-14 09:50:00
"2017";1,992;0,759;2024-08-14 10:00:00
"2018";1,993;0,759;2024-08-14 10:10:00
"2019";1,995;0,759;2024-08-14 10:20:00
"2020";2,004;0,765;2024-08-14 10:30:00
"2021";2,022;0,778;2024-08-14 10:40:00
"2022";2,052;0,798;2024-08-14 10:50:00
"2023";2,121;0,853;2024-08-14 11:00:00
"2024";2,215;0,934;2024-08-14 11:10:00
"2025";2,344;1,048;2024-08-14 11:20:00
"2026";2,506;1,192;2024-08-14 11:30:00
"2027";2,624;1,3;2024-08-14 11:40:00
"2028";2,669;1,341;2024-08-14 11:50:00
"2029";2,714;1,383;2024-08-14 12:00:00
"2030";2,715;1,383;2024-08-14 12:10:00
"2031";2,716;1,383;2024-08-14 12:20:00
"2032";2,695;1,362;2024-08-14 12:30:00
"2033";2,641;1,31;2024-08-14 12:40:00
"2034";2,588;1,26;2024-08-14 12:50:00
"2035";2,526;1,202;2024-08-14 13:00:00
"2036";2,458;1,136;2024-08-14 13:10:00
"2037";2,399;1,082;2024-08-14 13:20:00
"2038";2,348;1,039;2024-08-14 13:30:00
"2039";2,323;1,014;2024-08-14 13:40:00
"2040";2,245;0,942;2024-08-14 13:50:00
"2041";2,168;0,874;2024-08-14 14:00:00
"2042";2,11;0,825;2024-08-14 14:10:00
"2043";2,052;0,778;2024-08-14 14:20:00
"2044";1,995;0,74;2024-08-14 14:30:00
"2045";1,941;0,71;2024-08-14 14:40:00
"2046";1,891;0,681;2024-08-14 14:50:00
"2047";1,853;0,664;2024-08-14 15:00:00
"2048";1,818;0,648;2024-08-14 15:10:00
"2049";1,787;0,637;2024-08-14 15:20:00
"2050";1,752;0,626;2024-08-14 15:30:00
"2051";1,718;0,616;2024-08-14 15:40:00
"2052";1,685;0,606;2024-08-14 15:50:00
"2053";1,652;0,596;2024-08-14 16:00:00
"2054";1,612;0,582;2024-08-14 16:10:00
"2055";1,567;0,568;2024-08-14 16:20:00
"2056";1,54;0,563;2024-08-14 16:30:00
"2057";1,553;0,568;2024-08-14 16:40:00
"2058";1,578;0,577;2024-08-14 16:50:00
"2059";1,519;0,558;2024-08-14 17:00:00
"2060";1,447;0,536;2024-08-14 17:10:00
"2061";1,417;0,532;2024-08-14 17:20:00
"2062";1,412;0,532;2024-08-14 17:30:00
"2063";1,406;0,532;2024-08-14 17:40:00
"2064";1,393;0,527;2024-08-14 17:50:00
"2065";1,386;0,527;2024-08-14 18:00:00
"2066";1,382;0,527;2024-08-14 18:10:00
"2067";1,371;0,523;2024-08-14 18:20:00
"2068";1,363;0,523;2024-08-14 18:30:00
"2069";1,35;0,519;2024-08-14 18:40:00
"2070";1,331;0,515;2024-08-14 18:50:00
"2071";1,313;0,511;2024-08-14 19:00:00
"2072";1,302;0,511;2024-08-14 19:10:00
"2073";1,288;0,507;2024-08-14 19:20:00
"2074";1,28;0,507;2024-08-14 19:30:00
"2075";1,269;0,503;2024-08-14 19:40:00
"2076";1,261;0,503;2024-08-14 19:50:00
"2077";1,255;0,503;2024-08-14 20:00:00
"2078";1,242;0,499;2024-08-14 20:10:00
"2079";1,232;0,499;2024-08-14 20:20:00
"2080";1,215;0,495;2024-08-14 20:30:00
"2081";1,19;0,491;2024-08-14 20:40:00
"2082";1,159;0,487;2024-08-14 20:50:00
"2083";1,137;0,483;2024-08-14 21:00:00
"2084";1,128;0,483;2024-08-14 21:10:00
"2085";1,121;0,483;2024-08-14 21:20:00
"2086";1,13;0,483;2024-08-14 21:30:00
"2087";1,143;0,487;2024-08-14 21:40:00
"2088";1,147;0,487;2024-08-14 21:50:00
"2089";1,147;0,487;2024-08-14 22:00:00
"2090";1,143;0,483;2024-08-14 22:10:00
"2091";1,142;0,483;2024-08-14 22:20:00
"2092";1,145;0,487;2024-08-14 22:30:00
"2093";1,143;0,487;2024-08-14 22:40:00
"2094";1,137;0,483;2024-08-14 22:50:00
"2095";1,14;0,483;2024-08-14 23:00:00
"2096";1,149;0,487;2024-08-14 23:10:00
"2097";1,157;0,487;2024-08-14 23:20:00
"2098";1,161;0,487;2024-08-14 23:30:00
"2099";1,158;0,487;2024-08-14 23:40:00
"2100";1,14;0,483;2024-08-14 23:50:00
"2101";1,125;0,479;2024-08-15
"2102";1,112;0,479;2024-08-15 00:10:00
"2103";1,097;0,475;2024-08-15 00:20:00
"2104";1,087;0,475;2024-08-15 00:30:00
"2105";1,071;0,471;2024-08-15 00:40:00
"2106";1,059;0,471;2024-08-15 00:50:00
"2107";1,051;0,471;2024-08-15 01:00:00
"2108";1,044;0,468;2024-08-15 01:10:00
"2109";1,042;0,468;2024-08-15 01:20:00
