caudal;caudalparcial;hydrodatetime
1,241;0,439;2024/2/5 10:00
1,242;0,439;2024/2/5 10:10
1,24;0,436;2024/2/5 10:20
1,242;0,436;2024/2/5 10:30
1,245;0,439;2024/2/5 10:40
1,245;0,439;2024/2/5 10:50
1,248;0,439;2024/2/5 11:00
1,244;0,436;2024/2/5 11:10
1,247;0,439;2024/2/5 11:20
1,248;0,439;2024/2/5 11:30
1,246;0,436;2024/2/5 11:40
1,247;0,439;2024/2/5 11:50
1,246;0,439;2024/2/5 12:00
1,244;0,439;2024/2/5 12:10
1,244;0,439;2024/2/5 12:20
1,256;0,439;2024/2/5 12:30
1,279;0,443;2024/2/5 12:40
1,289;0,446;2024/2/5 12:50
1,281;0,443;2024/2/5 13:00
1,264;0,439;2024/2/5 13:10
1,255;0,439;2024/2/5 13:20
1,253;0,439;2024/2/5 13:30
1,251;0,439;2024/2/5 13:40
1,25;0,439;2024/2/5 13:50
1,251;0,439;2024/2/5 14:00
1,251;0,439;2024/2/5 14:10
1,25;0,439;2024/2/5 14:20
1,249;0,439;2024/2/5 14:30
1,248;0,439;2024/2/5 14:40
1,248;0,439;2024/2/5 14:50
1,248;0,439;2024/2/5 15:00
1,248;0,439;2024/2/5 15:10
1,249;0,439;2024/2/5 15:20
1,236;0,436;2024/2/5 15:30
1,224;0,436;2024/2/5 15:40
1,215;0,432;2024/2/5 15:50
1,215;0,436;2024/2/5 16:00
1,208;0,432;2024/2/5 16:10
1,21;0,436;2024/2/5 16:20
1,206;0,432;2024/2/5 16:30
1,205;0,432;2024/2/5 16:40
1,208;0,432;2024/2/5 16:50
1,225;0,436;2024/2/5 17:00
1,243;0,439;2024/2/5 17:10
1,253;0,439;2024/2/5 17:20
1,258;0,439;2024/2/5 17:30
1,261;0,439;2024/2/5 17:40
1,259;0,439;2024/2/5 17:50
1,248;0,439;2024/2/5 18:00
1,24;0,436;2024/2/5 18:10
1,237;0,436;2024/2/5 18:20
1,236;0,436;2024/2/5 18:30
1,235;0,436;2024/2/5 18:40
1,235;0,436;2024/2/5 18:50
1,236;0,436;2024/2/5 19:00
1,236;0,436;2024/2/5 19:10
1,235;0,436;2024/2/5 19:20
1,235;0,436;2024/2/5 19:30
1,235;0,436;2024/2/5 19:40
1,235;0,436;2024/2/5 19:50
1,236;0,436;2024/2/5 20:00
1,235;0,436;2024/2/5 20:10
1,235;0,436;2024/2/5 20:20
1,235;0,436;2024/2/5 20:30
1,235;0,436;2024/2/5 20:40
1,234;0,436;2024/2/5 20:50
1,234;0,436;2024/2/5 21:00
1,235;0,436;2024/2/5 21:10
1,235;0,436;2024/2/5 21:20
1,235;0,436;2024/2/5 21:30
1,235;0,436;2024/2/5 21:40
1,235;0,436;2024/2/5 21:50
1,236;0,436;2024/2/5 22:00
1,234;0,436;2024/2/5 22:10
1,234;0,436;2024/2/5 22:20
1,233;0,436;2024/2/5 22:30
1,234;0,436;2024/2/5 22:40
1,234;0,436;2024/2/5 22:50
1,235;0,436;2024/2/5 23:00
1,235;0,436;2024/2/5 23:10
1,235;0,436;2024/2/5 23:20
1,235;0,436;2024/2/5 23:30
1,234;0,436;2024/2/5 23:40
1,234;0,436;2024/2/5 23:50
1,234;0,436;2024/2/6
1,233;0,436;2024/2/6 00:10
1,234;0,436;2024/2/6 00:20
1,233;0,436;2024/2/6 00:30
1,233;0,436;2024/2/6 00:40
1,234;0,436;2024/2/6 00:50
1,233;0,436;2024/2/6 01:00
1,234;0,436;2024/2/6 01:10
1,234;0,436;2024/2/6 01:20
1,235;0,436;2024/2/6 01:30
1,235;0,436;2024/2/6 01:40
1,236;0,436;2024/2/6 01:50
1,239;0,439;2024/2/6 02:00
1,236;0,436;2024/2/6 02:10
1,235;0,436;2024/2/6 02:20
1,235;0,436;2024/2/6 02:30
1,234;0,436;2024/2/6 02:40
1,234;0,436;2024/2/6 02:50
1,234;0,436;2024/2/6 03:00
1,233;0,436;2024/2/6 03:10
1,22;0,436;2024/2/6 03:20
1,203;0,432;2024/2/6 03:30
1,197;0,432;2024/2/6 03:40
1,195;0,432;2024/2/6 03:50
1,193;0,432;2024/2/6 04:00
1,202;0,432;2024/2/6 04:10
1,221;0,436;2024/2/6 04:20
1,229;0,436;2024/2/6 04:30
1,232;0,436;2024/2/6 04:40
1,235;0,436;2024/2/6 04:50
1,241;0,439;2024/2/6 05:00
1,242;0,439;2024/2/6 05:10
1,243;0,439;2024/2/6 05:20
1,243;0,439;2024/2/6 05:30
1,237;0,436;2024/2/6 05:40
1,229;0,436;2024/2/6 05:50
1,226;0,436;2024/2/6 06:00
1,223;0,436;2024/2/6 06:10
1,221;0,436;2024/2/6 06:20
1,221;0,436;2024/2/6 06:30
1,22;0,436;2024/2/6 06:40
1,22;0,436;2024/2/6 06:50
1,219;0,436;2024/2/6 07:00
1,217;0,436;2024/2/6 07:10
1,212;0,432;2024/2/6 07:20
1,216;0,436;2024/2/6 07:30
1,227;0,464;2024/2/6 07:40
1,254;0,572;2024/2/6 07:50
1,209;0,568;2024/2/6 08:00
1,192;0,568;2024/2/6 08:10
1,184;0,568;2024/2/6 08:20
1,18;0,568;2024/2/6 08:30
1,176;0,568;2024/2/6 08:40
1,176;0,568;2024/2/6 08:50
1,175;0,568;2024/2/6 09:00
1,175;0,568;2024/2/6 09:10
1,176;0,568;2024/2/6 09:20
1,175;0,568;2024/2/6 09:30
1,175;0,568;2024/2/6 09:40
1,175;0,568;2024/2/6 09:50
1,176;0,568;2024/2/6 10:00
1,176;0,568;2024/2/6 10:10
1,176;0,568;2024/2/6 10:20
1,176;0,568;2024/2/6 10:30
1,176;0,568;2024/2/6 10:40
1,176;0,568;2024/2/6 10:50
1,176;0,568;2024/2/6 11:00
1,175;0,568;2024/2/6 11:10
1,175;0,568;2024/2/6 11:20
1,174;0,568;2024/2/6 11:30
1,152;0,563;2024/2/6 11:40
1,139;0,563;2024/2/6 11:50
1,133;0,563;2024/2/6 12:00
1,13;0,563;2024/2/6 12:10
1,123;0,558;2024/2/6 12:20
1,127;0,563;2024/2/6 12:30
1,127;0,563;2024/2/6 12:40
1,135;0,563;2024/2/6 12:50
1,165;0,572;2024/2/6 13:00
1,176;0,572;2024/2/6 13:10
1,183;0,572;2024/2/6 13:20
1,186;0,572;2024/2/6 13:30
1,187;0,572;2024/2/6 13:40
1,189;0,572;2024/2/6 13:50
1,18;0,568;2024/2/6 14:00
1,166;0,568;2024/2/6 14:10
1,156;0,563;2024/2/6 14:20
1,153;0,563;2024/2/6 14:30
1,152;0,563;2024/2/6 14:40
1,153;0,563;2024/2/6 14:50
1,176;0,568;2024/2/6 15:00
1,19;0,572;2024/2/6 15:10
1,193;0,572;2024/2/6 15:20
1,196;0,572;2024/2/6 15:30
1,197;0,572;2024/2/6 15:40
1,199;0,572;2024/2/6 15:50
1,2;0,572;2024/2/6 16:00
1,199;0,572;2024/2/6 16:10
1,199;0,572;2024/2/6 16:20
1,198;0,572;2024/2/6 16:30
1,184;0,568;2024/2/6 16:40
1,168;0,568;2024/2/6 16:50
1,157;0,563;2024/2/6 17:00
1,151;0,563;2024/2/6 17:10
1,128;0,558;2024/2/6 17:20
1,112;0,554;2024/2/6 17:30
1,106;0,554;2024/2/6 17:40
1,102;0,554;2024/2/6 17:50
1,102;0,554;2024/2/6 18:00
1,123;0,558;2024/2/6 18:10
1,142;0,563;2024/2/6 18:20
1,148;0,563;2024/2/6 18:30
1,152;0,563;2024/2/6 18:40
1,155;0,563;2024/2/6 18:50
1,157;0,563;2024/2/6 19:00
1,183;0,572;2024/2/6 19:10
1,195;0,572;2024/2/6 19:20
1,201;0,572;2024/2/6 19:30
1,2;0,572;2024/2/6 19:40
1,183;0,568;2024/2/6 19:50
1,176;0,568;2024/2/6 20:00
1,173;0,568;2024/2/6 20:10
1,172;0,568;2024/2/6 20:20
1,17;0,568;2024/2/6 20:30
1,165;0,563;2024/2/6 20:40
1,164;0,563;2024/2/6 20:50
1,163;0,563;2024/2/6 21:00
1,162;0,563;2024/2/6 21:10
1,162;0,563;2024/2/6 21:20
1,161;0,563;2024/2/6 21:30
1,16;0,563;2024/2/6 21:40
1,161;0,563;2024/2/6 21:50
1,161;0,563;2024/2/6 22:00
1,162;0,563;2024/2/6 22:10
1,162;0,563;2024/2/6 22:20
1,161;0,563;2024/2/6 22:30
1,161;0,563;2024/2/6 22:40
1,16;0,563;2024/2/6 22:50
1,16;0,563;2024/2/6 23:00
1,16;0,563;2024/2/6 23:10
1,16;0,563;2024/2/6 23:20
1,16;0,563;2024/2/6 23:30
1,159;0,563;2024/2/6 23:40
1,16;0,563;2024/2/6 23:50
1,16;0,563;2024/2/7
1,16;0,563;2024/2/7 00:10
1,16;0,563;2024/2/7 00:20
1,149;0,558;2024/2/7 00:30
1,14;0,558;2024/2/7 00:40
1,137;0,558;2024/2/7 00:50
1,135;0,558;2024/2/7 01:00
1,13;0,554;2024/2/7 01:10
1,131;0,554;2024/2/7 01:20
1,132;0,554;2024/2/7 01:30
1,132;0,554;2024/2/7 01:40
1,131;0,554;2024/2/7 01:50
1,131;0,554;2024/2/7 02:00
1,147;0,558;2024/2/7 02:10
1,168;0,563;2024/2/7 02:20
1,18;0,568;2024/2/7 02:30
1,184;0,568;2024/2/7 02:40
1,174;0,563;2024/2/7 02:50
1,165;0,563;2024/2/7 03:00
1,156;0,558;2024/2/7 03:10
1,155;0,558;2024/2/7 03:20
1,153;0,558;2024/2/7 03:30
1,154;0,558;2024/2/7 03:40
1,153;0,558;2024/2/7 03:50
1,153;0,558;2024/2/7 04:00
1,153;0,558;2024/2/7 04:10
1,151;0,558;2024/2/7 04:20
1,151;0,558;2024/2/7 04:30
1,15;0,558;2024/2/7 04:40
1,149;0,558;2024/2/7 04:50
1,15;0,558;2024/2/7 05:00
1,149;0,558;2024/2/7 05:10
1,148;0,558;2024/2/7 05:20
1,147;0,558;2024/2/7 05:30
1,142;0,558;2024/2/7 05:40
1,114;0,549;2024/2/7 05:50
1,106;0,549;2024/2/7 06:00
1,098;0,545;2024/2/7 06:10
1,105;0,549;2024/2/7 06:20
1,126;0,554;2024/2/7 06:30
1,138;0,554;2024/2/7 06:40
1,142;0,554;2024/2/7 06:50
1,15;0,558;2024/2/7 07:00
1,152;0,558;2024/2/7 07:10
1,154;0,558;2024/2/7 07:20
1,154;0,558;2024/2/7 07:30
1,154;0,558;2024/2/7 07:40
1,154;0,558;2024/2/7 07:50
1,149;0,554;2024/2/7 08:00
1,149;0,554;2024/2/7 08:10
1,146;0,554;2024/2/7 08:20
1,125;0,549;2024/2/7 08:30
1,116;0,549;2024/2/7 08:40
1,114;0,549;2024/2/7 08:50
1,113;0,549;2024/2/7 09:00
1,112;0,549;2024/2/7 09:10
1,115;0,549;2024/2/7 09:20
1,142;0,554;2024/2/7 09:30
1,157;0,558;2024/2/7 09:40
1,163;0,558;2024/2/7 09:50
1,16;0,558;2024/2/7 10:00
1,14;0,554;2024/2/7 10:10
1,127;0,549;2024/2/7 10:20
1,124;0,549;2024/2/7 10:30
1,122;0,549;2024/2/7 10:40
1,123;0,549;2024/2/7 10:50
1,123;0,549;2024/2/7 11:00
1,122;0,549;2024/2/7 11:10
1,122;0,549;2024/2/7 11:20
1,122;0,549;2024/2/7 11:30
1,122;0,549;2024/2/7 11:40
1,121;0,549;2024/2/7 11:50
1,125;0,554;2024/2/7 12:00
1,125;0,554;2024/2/7 12:10
1,131;0,554;2024/2/7 12:20
1,158;0,558;2024/2/7 12:30
1,176;0,563;2024/2/7 12:40
1,173;0,563;2024/2/7 12:50
1,156;0,558;2024/2/7 13:00
1,145;0,554;2024/2/7 13:10
1,121;0,549;2024/2/7 13:20
1,109;0,549;2024/2/7 13:30
1,105;0,549;2024/2/7 13:40
1,102;0,549;2024/2/7 13:50
1,096;0,545;2024/2/7 14:00
1,094;0,545;2024/2/7 14:10
1,094;0,545;2024/2/7 14:20
1,098;0,549;2024/2/7 14:30
1,095;0,545;2024/2/7 14:40
1,095;0,545;2024/2/7 14:50
1,096;0,545;2024/2/7 15:00
1,124;0,554;2024/2/7 15:10
1,165;0,563;2024/2/7 15:20
1,19;0,568;2024/2/7 15:30
1,192;0,568;2024/2/7 15:40
1,175;0,563;2024/2/7 15:50
1,148;0,554;2024/2/7 16:00
1,14;0,554;2024/2/7 16:10
1,131;0,549;2024/2/7 16:20
1,127;0,549;2024/2/7 16:30
1,127;0,549;2024/2/7 16:40
1,117;0,549;2024/2/7 16:50
1,095;0,545;2024/2/7 17:00
1,085;0,545;2024/2/7 17:10
1,082;0,545;2024/2/7 17:20
1,082;0,545;2024/2/7 17:30
1,09;0,545;2024/2/7 17:40
1,121;0,554;2024/2/7 17:50
1,133;0,554;2024/2/7 18:00
1,14;0,554;2024/2/7 18:10
1,15;0,558;2024/2/7 18:20
1,153;0,558;2024/2/7 18:30
1,154;0,558;2024/2/7 18:40
1,142;0,554;2024/2/7 18:50
1,134;0,554;2024/2/7 19:00
1,129;0,554;2024/2/7 19:10
1,128;0,554;2024/2/7 19:20
1,126;0,554;2024/2/7 19:30
1,136;0,554;2024/2/7 19:40
1,166;0,563;2024/2/7 19:50
1,174;0,563;2024/2/7 20:00
1,177;0,563;2024/2/7 20:10
1,18;0,563;2024/2/7 20:20
1,181;0,563;2024/2/7 20:30
1,182;0,563;2024/2/7 20:40
1,182;0,563;2024/2/7 20:50
1,181;0,563;2024/2/7 21:00
1,189;0,563;2024/2/7 21:10
1,207;0,568;2024/2/7 21:20
1,218;0,572;2024/2/7 21:30
1,22;0,572;2024/2/7 21:40
1,217;0,568;2024/2/7 21:50
1,221;0,572;2024/2/7 22:00
1,221;0,572;2024/2/7 22:10
1,221;0,572;2024/2/7 22:20
1,215;0,568;2024/2/7 22:30
1,202;0,568;2024/2/7 22:40
1,187;0,563;2024/2/7 22:50
1,181;0,563;2024/2/7 23:00
1,179;0,563;2024/2/7 23:10
1,178;0,563;2024/2/7 23:20
1,181;0,563;2024/2/7 23:30
1,199;0,568;2024/2/7 23:40
1,206;0,568;2024/2/7 23:50
1,209;0,568;2024/2/8
1,21;0,568;2024/2/8 00:10
1,209;0,568;2024/2/8 00:20
1,19;0,563;2024/2/8 00:30
1,18;0,563;2024/2/8 00:40
1,175;0,563;2024/2/8 00:50
1,173;0,563;2024/2/8 01:00
1,171;0,563;2024/2/8 01:10
1,17;0,563;2024/2/8 01:20
1,168;0,563;2024/2/8 01:30
1,163;0,558;2024/2/8 01:40
1,168;0,563;2024/2/8 01:50
1,169;0,563;2024/2/8 02:00
1,169;0,563;2024/2/8 02:10
1,169;0,563;2024/2/8 02:20
1,169;0,563;2024/2/8 02:30
1,17;0,563;2024/2/8 02:40
1,17;0,563;2024/2/8 02:50
1,17;0,563;2024/2/8 03:00
1,17;0,563;2024/2/8 03:10
1,17;0,563;2024/2/8 03:20
1,169;0,563;2024/2/8 03:30
1,168;0,563;2024/2/8 03:40
1,167;0,563;2024/2/8 03:50
1,161;0,558;2024/2/8 04:00
1,163;0,563;2024/2/8 04:10
1,145;0,558;2024/2/8 04:20
1,132;0,554;2024/2/8 04:30
1,111;0,549;2024/2/8 04:40
1,095;0,545;2024/2/8 04:50
1,09;0,545;2024/2/8 05:00
1,096;0,549;2024/2/8 05:10
1,132;0,558;2024/2/8 05:20
1,165;0,563;2024/2/8 05:30
1,176;0,563;2024/2/8 05:40
1,167;0,563;2024/2/8 05:50
1,147;0,558;2024/2/8 06:00
1,126;0,554;2024/2/8 06:10
1,119;0,554;2024/2/8 06:20
1,116;0,554;2024/2/8 06:30
1,114;0,554;2024/2/8 06:40
1,113;0,554;2024/2/8 06:50
1,107;0,549;2024/2/8 07:00
1,117;0,554;2024/2/8 07:10
1,139;0,558;2024/2/8 07:20
1,147;0,558;2024/2/8 07:30
1,152;0,558;2024/2/8 07:40
1,153;0,558;2024/2/8 07:50
1,148;0,558;2024/2/8 08:00
1,128;0,554;2024/2/8 08:10
1,115;0,549;2024/2/8 08:20
1,113;0,549;2024/2/8 08:30
1,111;0,549;2024/2/8 08:40
1,11;0,549;2024/2/8 08:50
1,109;0,549;2024/2/8 09:00
1,113;0,554;2024/2/8 09:10
1,107;0,549;2024/2/8 09:20
1,112;0,549;2024/2/8 09:30
1,141;0,558;2024/2/8 09:40
1,15;0,558;2024/2/8 09:50
1,152;0,558;2024/2/8 10:00
1,132;0,554;2024/2/8 10:10
1,107;0,549;2024/2/8 10:20
1,089;0,545;2024/2/8 10:30
1,088;0,549;2024/2/8 10:40
1,085;0,549;2024/2/8 10:50
1,084;0,549;2024/2/8 11:00
1,079;0,545;2024/2/8 11:10
1,077;0,545;2024/2/8 11:20
1,078;0,545;2024/2/8 11:30
1,078;0,545;2024/2/8 11:40
1,078;0,545;2024/2/8 11:50
1,077;0,545;2024/2/8 12:00
1,077;0,545;2024/2/8 12:10
1,076;0,545;2024/2/8 12:20
1,078;0,545;2024/2/8 12:30
1,085;0,545;2024/2/8 12:40
1,115;0,554;2024/2/8 12:50
1,124;0,554;2024/2/8 13:00
1,128;0,554;2024/2/8 13:10
1,124;0,554;2024/2/8 13:20
1,104;0,549;2024/2/8 13:30
1,091;0,545;2024/2/8 13:40
1,087;0,545;2024/2/8 13:50
1,085;0,545;2024/2/8 14:00
1,086;0,545;2024/2/8 14:10
1,116;0,554;2024/2/8 14:20
1,132;0,558;2024/2/8 14:30
1,136;0,558;2024/2/8 14:40
1,12;0,554;2024/2/8 14:50
1,098;0,549;2024/2/8 15:00
1,085;0,545;2024/2/8 15:10
1,081;0,545;2024/2/8 15:20
1,097;0,549;2024/2/8 15:30
1,123;0,554;2024/2/8 15:40
1,136;0,558;2024/2/8 15:50
1,139;0,558;2024/2/8 16:00
1,127;0,554;2024/2/8 16:10
1,091;0,545;2024/2/8 16:20
1,037;0,536;2024/2/8 16:30
1,033;0,532;2024/2/8 16:40
1,028;0,527;2024/2/8 16:50
1,028;0,527;2024/2/8 17:00
1,033;0,532;2024/2/8 17:10
1,037;0,536;2024/2/8 17:20
1,072;0,545;2024/2/8 17:30
1,09;0,549;2024/2/8 17:40
1,096;0,549;2024/2/8 17:50
1,099;0,549;2024/2/8 18:00
1,1;0,549;2024/2/8 18:10
1,101;0,549;2024/2/8 18:20
1,1;0,549;2024/2/8 18:30
1,102;0,549;2024/2/8 18:40
1,107;0,549;2024/2/8 18:50
1,138;0,558;2024/2/8 19:00
1,148;0,558;2024/2/8 19:10
1,12;0,554;2024/2/8 19:20
1,069;0,54;2024/2/8 19:30
1,046;0,536;2024/2/8 19:40
1,05;0,54;2024/2/8 19:50
1,078;0,549;2024/2/8 20:00
1,089;0,549;2024/2/8 20:10
1,092;0,549;2024/2/8 20:20
1,091;0,549;2024/2/8 20:30
1,084;0,545;2024/2/8 20:40
1,085;0,545;2024/2/8 20:50
1,091;0,549;2024/2/8 21:00
1,095;0,549;2024/2/8 21:10
1,097;0,549;2024/2/8 21:20
1,119;0,554;2024/2/8 21:30
1,138;0,558;2024/2/8 21:40
1,139;0,558;2024/2/8 21:50
1,051;0,545;2024/2/8 22:00
1,038;0,532;2024/2/8 22:10
1,034;0,527;2024/2/8 22:20
1,038;0,532;2024/2/8 22:30
1,046;0,54;2024/2/8 22:40
1,071;0,545;2024/2/8 22:50
1,077;0,545;2024/2/8 23:00
1,078;0,545;2024/2/8 23:10
1,08;0,545;2024/2/8 23:20
1,105;0,549;2024/2/8 23:30
1,124;0,554;2024/2/8 23:40
1,134;0,558;2024/2/8 23:50
1,134;0,554;2024/2/9
1,134;0,554;2024/2/9 00:10
1,135;0,554;2024/2/9 00:20
1,128;0,554;2024/2/9 00:30
1,082;0,545;2024/2/9 00:40
1,044;0,536;2024/2/9 00:50
1,037;0,536;2024/2/9 01:00
1,06;0,54;2024/2/9 01:10
1,106;0,554;2024/2/9 01:20
1,117;0,554;2024/2/9 01:30
1,096;0,549;2024/2/9 01:40
1,079;0,545;2024/2/9 01:50
1,07;0,54;2024/2/9 02:00
1,067;0,54;2024/2/9 02:10
1,066;0,54;2024/2/9 02:20
1,065;0,54;2024/2/9 02:30
1,069;0,545;2024/2/9 02:40
1,089;0,549;2024/2/9 02:50
1,118;0,554;2024/2/9 03:00
1,149;0,558;2024/2/9 03:10
1,143;0,558;2024/2/9 03:20
1,096;0,545;2024/2/9 03:30
1,067;0,54;2024/2/9 03:40
1,04;0,532;2024/2/9 03:50
1,035;0,527;2024/2/9 04:00
1,04;0,532;2024/2/9 04:10
1,053;0,545;2024/2/9 04:20
1,097;0,549;2024/2/9 04:30
1,104;0,549;2024/2/9 04:40
1,105;0,549;2024/2/9 04:50
1,106;0,549;2024/2/9 05:00
1,106;0,549;2024/2/9 05:10
1,107;0,549;2024/2/9 05:20
1,108;0,549;2024/2/9 05:30
1,102;0,549;2024/2/9 05:40
1,066;0,54;2024/2/9 05:50
1,047;0,536;2024/2/9 06:00
1,045;0,536;2024/2/9 06:10
1,067;0,54;2024/2/9 06:20
1,082;0,545;2024/2/9 06:30
1,085;0,545;2024/2/9 06:40
1,085;0,545;2024/2/9 06:50
1,086;0,545;2024/2/9 07:00
1,086;0,545;2024/2/9 07:10
1,087;0,545;2024/2/9 07:20
1,088;0,545;2024/2/9 07:30
1,089;0,545;2024/2/9 07:40
1,109;0,549;2024/2/9 07:50
1,132;0,554;2024/2/9 08:00
1,141;0,554;2024/2/9 08:10
1,149;0,558;2024/2/9 08:20
1,149;0,558;2024/2/9 08:30
1,145;0,554;2024/2/9 08:40
1,149;0,558;2024/2/9 08:50
1,118;0,549;2024/2/9 09:00
1,063;0,54;2024/2/9 09:10
1,039;0,536;2024/2/9 09:20
1,06;0,54;2024/2/9 09:30
1,102;0,549;2024/2/9 09:40
1,12;0,554;2024/2/9 09:50
1,107;0,549;2024/2/9 10:00
1,073;0,54;2024/2/9 10:10
1,054;0,54;2024/2/9 10:20
1,05;0,54;2024/2/9 10:30
1,072;0,545;2024/2/9 10:40
1,081;0,545;2024/2/9 10:50
1,085;0,545;2024/2/9 11:00
1,086;0,545;2024/2/9 11:10
1,086;0,545;2024/2/9 11:20
1,089;0,545;2024/2/9 11:30
1,097;0,549;2024/2/9 11:40
1,099;0,549;2024/2/9 11:50
1,099;0,549;2024/2/9 12:00
1,098;0,549;2024/2/9 12:10
1,098;0,549;2024/2/9 12:20
1,121;0,554;2024/2/9 12:30
1,14;0,558;2024/2/9 12:40
1,14;0,558;2024/2/9 12:50
1,124;0,554;2024/2/9 13:00
1,118;0,554;2024/2/9 13:10
1,116;0,554;2024/2/9 13:20
1,097;0,549;2024/2/9 13:30
1,081;0,545;2024/2/9 13:40
1,075;0,545;2024/2/9 13:50
1,072;0,545;2024/2/9 14:00
1,069;0,545;2024/2/9 14:10
1,083;0,545;2024/2/9 14:20
1,116;0,554;2024/2/9 14:30
1,121;0,554;2024/2/9 14:40
1,108;0,549;2024/2/9 14:50
1,103;0,549;2024/2/9 15:00
1,101;0,549;2024/2/9 15:10
1,095;0,549;2024/2/9 15:20
1,055;0,54;2024/2/9 15:30
1,047;0,532;2024/2/9 15:40
1,042;0,527;2024/2/9 15:50
1,055;0,54;2024/2/9 16:00
1,082;0,549;2024/2/9 16:10
1,074;0,545;2024/2/9 16:20
1,058;0,54;2024/2/9 16:30
1,051;0,54;2024/2/9 16:40
1,05;0,54;2024/2/9 16:50
1,053;0,545;2024/2/9 17:00
1,076;0,549;2024/2/9 17:10
1,098;0,554;2024/2/9 17:20
1,106;0,554;2024/2/9 17:30
1,109;0,554;2024/2/9 17:40
1,112;0,554;2024/2/9 17:50
1,114;0,554;2024/2/9 18:00
1,116;0,554;2024/2/9 18:10
1,112;0,554;2024/2/9 18:20
1,093;0,549;2024/2/9 18:30
1,082;0,549;2024/2/9 18:40
1,055;0,545;2024/2/9 18:50
1,046;0,536;2024/2/9 19:00
1,042;0,532;2024/2/9 19:10
1,046;0,536;2024/2/9 19:20
1,055;0,545;2024/2/9 19:30
1,076;0,549;2024/2/9 19:40
1,095;0,554;2024/2/9 19:50
1,083;0,549;2024/2/9 20:00
1,075;0,549;2024/2/9 20:10
1,069;0,545;2024/2/9 20:20
1,067;0,545;2024/2/9 20:30
1,083;0,549;2024/2/9 20:40
1,104;0,554;2024/2/9 20:50
1,11;0,554;2024/2/9 21:00
1,113;0,554;2024/2/9 21:10
1,115;0,554;2024/2/9 21:20
1,121;0,558;2024/2/9 21:30
1,095;0,549;2024/2/9 21:40
1,071;0,545;2024/2/9 21:50
1,063;0,545;2024/2/9 22:00
1,059;0,545;2024/2/9 22:10
1,058;0,545;2024/2/9 22:20
1,056;0,545;2024/2/9 22:30
1,056;0,545;2024/2/9 22:40
1,055;0,545;2024/2/9 22:50
1,059;0,545;2024/2/9 23:00
1,092;0,554;2024/2/9 23:10
1,106;0,554;2024/2/9 23:20
1,112;0,554;2024/2/9 23:30
1,079;0,554;2024/2/9 23:40
1,061;0,536;2024/2/9 23:50
1,057;0,532;2024/2/10
1,061;0,536;2024/2/10 00:10
1,07;0,545;2024/2/10 00:20
1,075;0,549;2024/2/10 00:30
1,092;0,554;2024/2/10 00:40
1,098;0,554;2024/2/10 00:50
1,101;0,554;2024/2/10 01:00
1,105;0,554;2024/2/10 01:10
1,118;0,563;2024/2/10 01:20
1,123;0,563;2024/2/10 01:30
1,145;0,563;2024/2/10 01:40
1,172;0,568;2024/2/10 01:50
1,201;0,572;2024/2/10 02:00
1,222;0,577;2024/2/10 02:10
1,238;0,582;2024/2/10 02:20
1,254;0,587;2024/2/10 02:30
1,268;0,591;2024/2/10 02:40
1,284;0,591;2024/2/10 02:50
1,313;0,596;2024/2/10 03:00
1,342;0,606;2024/2/10 03:10
1,354;0,606;2024/2/10 03:20
1,373;0,611;2024/2/10 03:30
1,392;0,616;2024/2/10 03:40
1,415;0,621;2024/2/10 03:50
1,446;0,632;2024/2/10 04:00
1,481;0,637;2024/2/10 04:10
1,732;0,728;2024/2/10 04:20
2,009;0,853;2024/2/10 04:30
2,054;0,853;2024/2/10 04:40
2,008;0,818;2024/2/10 04:50
1,971;0,798;2024/2/10 05:00
1,985;0,804;2024/2/10 05:10
2,048;0,839;2024/2/10 05:20
2,064;0,839;2024/2/10 05:30
2,079;0,846;2024/2/10 05:40
2,102;0,86;2024/2/10 05:50
2,111;0,86;2024/2/10 06:00
2,132;0,867;2024/2/10 06:10
2,167;0,889;2024/2/10 06:20
2,214;0,919;2024/2/10 06:30
2,289;0,973;2024/2/10 06:40
2,369;1,031;2024/2/10 06:50
2,471;1,118;2024/2/10 07:00
2,536;1,173;2024/2/10 07:10
2,589;1,221;2024/2/10 07:20
2,644;1,27;2024/2/10 07:30
2,646;1,27;2024/2/10 07:40
2,663;1,29;2024/2/10 07:50
2,674;1,3;2024/2/10 08:00
2,686;1,31;2024/2/10 08:10
2,688;1,31;2024/2/10 08:20
2,679;1,3;2024/2/10 08:30
2,627;1,25;2024/2/10 08:40
2,617;1,24;2024/2/10 08:50
2,575;1,202;2024/2/10 09:00
2,526;1,155;2024/2/10 09:10
2,457;1,091;2024/2/10 09:20
2,398;1,039;2024/2/10 09:30
2,381;1,022;2024/2/10 09:40
2,388;1,031;2024/2/10 09:50
2,389;1,031;2024/2/10 10:00
2,353;0,998;2024/2/10 10:10
2,324;0,973;2024/2/10 10:20
2,306;0,958;2024/2/10 10:30
2,304;0,958;2024/2/10 10:40
2,443;1,082;2024/2/10 10:50
2,618;1,24;2024/2/10 11:00
2,621;1,24;2024/2/10 11:10
2,403;1,039;2024/2/10 11:20
2,262;0,919;2024/2/10 11:30
2,219;0,889;2024/2/10 11:40
2,213;0,889;2024/2/10 11:50
2,189;0,874;2024/2/10 12:00
2,168;0,867;2024/2/10 12:10
2,138;0,853;2024/2/10 12:20
2,118;0,846;2024/2/10 12:30
